form	lemmaId	lemma	linkType	pos	via	note
cloan gheiney	cloan-gheiney.n	cloan-gheiney	self	s. pl.	cloan-gheiney	
cloangheiney	cloan-gheiney.n	cloan-gheiney	self	s. pl.	cloan-gheiney	collapsed
cloangheiney	cloan-gheiney.n	cloangheiney	univerbated	s. pl.	cloan-gheiney	
cloan ny mollaght	cloan-ny-mollaght.n	cloan-ny-mollaght	self	s. pl.	cloan-ny-mollaght	
cloannymollaght	cloan-ny-mollaght.n	cloan-ny-mollaght	self	s. pl.	cloan-ny-mollaght	collapsed
cloannymollaght	cloan-ny-mollaght.n	cloannymollaght	univerbated	s. pl.	cloan-ny-mollaght	
clienney	clienney.a	clienney	self	a. d.	clienney	
chlienney	chlienney.a	chlienney	self	a. d.	chlienney	
chlienney	clienney.a	clienney	demutated	a. d.	chlienney	
nyn glienney	clienney.a	clienney	self	a. d.	nyn glienney	
nynglienney	clienney.a	clienney	self	a. d.	nyn glienney	collapsed
nynglienney	clienney.a	clienney	univerbated	a. d.	nyn glienney	
glienney	clienney.a	clienney	particle	a. d.	nyn glienney	
cloie	cloie.n	cloie	self	s. m.	cloie	
thie cloie	thie-cloie.n	thie cloie	self	s. m.	thie cloie	
thiecloie	thie-cloie.n	thie cloie	self	s. m.	thie cloie	collapsed
thiecloie	thie-cloie.n	thiecloie	univerbated	s. m.	thie cloie	
far chloie	far-chloie.n	far-chloie	self	s. m.	far-chloie	
farchloie	far-chloie.n	far-chloie	self	s. m.	far-chloie	collapsed
farchloie	far-chloie.n	farchloie	univerbated	s. m.	far-chloie	
cloie	cloie.v	cloie	self	v.	cloie	
cloieagh	cloie.v	cloie	inflected	v.	cloie	
cloieee	cloie.v	cloie	inflected	v.	cloie	
cloiein	cloie.v	cloie	inflected	v.	cloie	
cloieins	cloie.v	cloie	inflected	v.	cloie	
cloieym	cloie.v	cloie	inflected	v.	cloie	
cloieyms	cloie.v	cloie	inflected	v.	cloie	
cloieys	cloie.v	cloie	inflected	v.	cloie	
cha gloie	gloie.v	gloie	self	v.	cha gloie	
chagloie	gloie.v	gloie	self	v.	cha gloie	collapsed
chagloie	gloie.v	gloie	univerbated	v.	cha gloie	
gloie	gloie.v	gloie	particle	v.	cha gloie	
cha gloieagh	gloie.v	gloie	inflected	v.	cha gloie	
chagloieagh	gloie.v	gloie	inflected	v.	cha gloie	collapsed
chagloieagh	gloie.v	gloie	univerbated	v.	cha gloie	
gloieagh	gloie.v	gloie	inflected	v.	cha gloie	
cha gloiein	gloie.v	gloie	inflected	v.	cha gloie	
chagloiein	gloie.v	gloie	inflected	v.	cha gloie	collapsed
chagloiein	gloie.v	gloie	univerbated	v.	cha gloie	
gloiein	gloie.v	gloie	inflected	v.	cha gloie	
cha gloieins	gloie.v	gloie	inflected	v.	cha gloie	
chagloieins	gloie.v	gloie	inflected	v.	cha gloie	collapsed
chagloieins	gloie.v	gloie	univerbated	v.	cha gloie	
gloieins	gloie.v	gloie	inflected	v.	cha gloie	
cha gloieym	gloie.v	gloie	inflected	v.	cha gloie	
chagloieym	gloie.v	gloie	inflected	v.	cha gloie	collapsed
chagloieym	gloie.v	gloie	univerbated	v.	cha gloie	
gloieym	gloie.v	gloie	inflected	v.	cha gloie	
cha gloieyms	gloie.v	gloie	inflected	v.	cha gloie	
chagloieyms	gloie.v	gloie	inflected	v.	cha gloie	collapsed
chagloieyms	gloie.v	gloie	univerbated	v.	cha gloie	
gloieyms	gloie.v	gloie	inflected	v.	cha gloie	
chloie	chloie.v	chloie	self	v.	chloie	
chloie	cloie.n	cloie	demutated	s. m.	chloie	
chloieagh	chloie.v	chloie	inflected	v.	chloie	
chloiein	chloie.v	chloie	inflected	v.	chloie	
chloieins	chloie.v	chloie	inflected	v.	chloie	
chloieit	chloie.v	chloie	inflected	v.	chloie	
chloieym	chloie.v	chloie	inflected	v.	chloie	
chloieyms	chloie.v	chloie	inflected	v.	chloie	
chloieys	chloie.v	chloie	inflected	v.	chloie	
dy chloie	chloie.v	chloie	self	v.	dy chloie	
dychloie	chloie.v	chloie	self	v.	dy chloie	collapsed
dychloie	chloie.v	chloie	univerbated	v.	dy chloie	
chloie	chloie.v	chloie	particle	v.	dy chloie	
dy chloiaghyn	chloiaghyn.v	chloiaghyn	self	v.	dy chloiaghyn	
dychloiaghyn	chloiaghyn.v	chloiaghyn	self	v.	dy chloiaghyn	collapsed
dychloiaghyn	chloiaghyn.v	chloiaghyn	univerbated	v.	dy chloiaghyn	
chloiaghyn	chloiaghyn.v	chloiaghyn	particle	v.	dy chloiaghyn	
cloiet	cloiet.x	cloiet	self		cloiet	
cloieder	cloieder.n	cloieder	self	s. m.	cloieder	
cloiederyn	cloieder.n	cloieder	inflected	s. m.	cloieder	
clon chour	clon-chour.n	clon-chour	self	s. m.	clon-chour	
clonchour	clon-chour.n	clon-chour	self	s. m.	clon-chour	collapsed
clonchour	clon-chour.n	clonchour	univerbated	s. m.	clon-chour	
yn chlon chour	chlon-chour.n	chlon-chour	self	s.	yn chlon-chour	
ynchlonchour	chlon-chour.n	chlon-chour	self	s.	yn chlon-chour	collapsed
ynchlonchour	chlon-chour.n	chlonchour	univerbated	s.	yn chlon-chour	
chlon chour	chlon-chour.n	chlon-chour	particle	s.	yn chlon-chour	
chlonchour	chlon-chour.n	chlon-chour	particle	s.	yn chlon-chour	collapsed
chlonchour	chlon-chour.n	chlonchour	univerbated	s.	yn chlon-chour	
clooid	clooid.n	clooid	self	s. m.	clooid	
clooidyn	clooid.n	clooid	inflected	s. m.	clooid	
yn chlooid	chlooid.n	chlooid	self	s.	yn chlooid	
ynchlooid	chlooid.n	chlooid	self	s.	yn chlooid	collapsed
ynchlooid	chlooid.n	chlooid	univerbated	s.	yn chlooid	
chlooid	chlooid.n	chlooid	particle	s.	yn chlooid	
chlooid	clooid.n	clooid	demutated	s. m.	yn chlooid	
nyn glooid	clooid.n	clooid	self	s.	nyn glooid	
nynglooid	clooid.n	clooid	self	s.	nyn glooid	collapsed
nynglooid	clooid.n	clooid	univerbated	s.	nyn glooid	
glooid	clooid.n	clooid	particle	s.	nyn glooid	
clooid juist	clooid-juist.n	clooid-juist	self	s. m.	clooid-juist	
clooidjuist	clooid-juist.n	clooid-juist	self	s. m.	clooid-juist	collapsed
clooidjuist	clooid-juist.n	clooidjuist	univerbated	s. m.	clooid-juist	
clooid rubbee	clooid-rubbee.n	clooid-rubbee	self	s. m. a.	clooid-rubbee	
clooidrubbee	clooid-rubbee.n	clooid-rubbee	self	s. m. a.	clooid-rubbee	collapsed
clooidrubbee	clooid-rubbee.n	clooidrubbee	univerbated	s. m. a.	clooid-rubbee	
clooid	clooid.v	clooid	self	v.	clooid	
clooidagh	clooid.v	clooid	inflected	v.	clooid	
clooidee	clooid.v	clooid	inflected	v.	clooid	
clooidin	clooid.v	clooid	inflected	v.	clooid	
clooidins	clooid.v	clooid	inflected	v.	clooid	
clooidym	clooid.v	clooid	inflected	v.	clooid	
clooidyms	clooid.v	clooid	inflected	v.	clooid	
clooidys	clooid.v	clooid	inflected	v.	clooid	
clooideraght	clooideraght.v	clooideraght	self	v.	clooideraght	
clooidit	clooidit.x	clooidit	self		clooidit	
clooie	clooie.n	clooie	self	s. f.	clooie	
yn chlooie	chlooie.x	chlooie	self		yn chlooie	
ynchlooie	chlooie.x	chlooie	self		yn chlooie	collapsed
ynchlooie	chlooie.x	chlooie	univerbated		yn chlooie	
chlooie	chlooie.x	chlooie	particle		yn chlooie	
chlooie	clooie.n	clooie	demutated	s. f.	yn chlooie	
nyn glooie	clooie.n	clooie	self	s.	nyn glooie	
nynglooie	clooie.n	clooie	self	s.	nyn glooie	collapsed
nynglooie	clooie.n	clooie	univerbated	s.	nyn glooie	
glooie	clooie.n	clooie	particle	s.	nyn glooie	
clooiesag	clooiesag.n	clooiesag	self	s. f.	clooiesag	
clooiesagyn	clooiesag.n	clooiesag	inflected	s. f.	clooiesag	
nyn glooisag	glooisag.n	glooisag	self	s.	nyn glooisag	demutation-unvalidated
nynglooisag	glooisag.n	glooisag	self	s.	nyn glooisag	collapsed
nynglooisag	glooisag.n	glooisag	univerbated	s.	nyn glooisag	
glooisag	glooisag.n	glooisag	particle	s.	nyn glooisag	demutation-unvalidated
clus	clooeys.x	clooeys	variant		clus	
clusagh	clooeys.x	clooeys	inflected		clus	
clusee	clooeys.x	clooeys	inflected		clus	
clusin	clooeys.x	clooeys	inflected		clus	
clusins	clooeys.x	clooeys	inflected		clus	
clusym	clooeys.x	clooeys	inflected		clus	
clusyms	clooeys.x	clooeys	inflected		clus	
clusys	clooeys.x	clooeys	inflected		clus	
clooeys	clooeys.x	clooeys	self		clooeys	
clusaghey	clusaghey.v	clusaghey	self	v.	clusaghey	
clusit	clusit.x	clusit	self		clusit	
clou	clouw.x	clouw	variant		clou	
clouw	clouw.x	clouw	self		clouw	
nyn glou	clou.n	clou	self	s.	nyn glou	
nynglou	clou.n	clou	self	s.	nyn glou	collapsed
nynglou	clou.n	clou	univerbated	s.	nyn glou	
glou	clou.n	clou	particle	s.	nyn glou	
nyn gloughyn	clou.n	clou	inflected	s.	nyn glou	
nyngloughyn	clou.n	clou	inflected	s.	nyn glou	collapsed
nyngloughyn	clou.n	clou	univerbated	s.	nyn glou	
gloughyn	clou.n	clou	inflected	s.	nyn glou	
nyn glouw	clou.n	clou	variant	s.	nyn glouw	
nynglouw	clou.n	clou	variant	s.	nyn glouw	collapsed
nynglouw	clou.n	clou	univerbated	s.	nyn glouw	
glouw	clou.n	clou	particle	s.	nyn glouw	
clowan	clowan.n	clowan	self	s. f.	clowan	
yn chlowan	chlowan.n	chlowan	self	s.	yn chlowan	
ynchlowan	chlowan.n	chlowan	self	s.	yn chlowan	collapsed
ynchlowan	chlowan.n	chlowan	univerbated	s.	yn chlowan	
chlowan	chlowan.n	chlowan	particle	s.	yn chlowan	
chlowan	clowan.n	clowan	demutated	s. f.	yn chlowan	
clowan	clowan.v	clowan	self	v.	clowan	
clowanit	clowanit.x	clowanit	self		clowanit	
clowanagh	clowanagh.n	clowanagh	self	s. m.	clowanagh	
clowanee	clowanagh.n	clowanagh	inflected	s. m.	clowanagh	
cluge	cluge.n	cluge	self	s. f.	cluge	
e chluig	chluig.n	chluig	self	s.	e chluig	
echluig	chluig.n	chluig	self	s.	e chluig	collapsed
echluig	chluig.n	chluig	univerbated	s.	e chluig	
chluig	chluig.n	chluig	particle	s.	e chluig	
chluig	cluig.n	cluig	demutated	s.	e chluig	
cluigagh	cluigagh.a	cluigagh	self	a.	cluigagh	
s'clugagh	s'clugagh.a	s'clugagh	self	a.	s'clugagh	demutation-unvalidated
clugagh	s'clugagh.a	s'clugagh	mutation	a.	s'clugagh	demutation-unvalidated
s'clugee	s'clugee.a	s'clugee	self	a. id.	s'clugee	demutation-unvalidated
clugee	s'clugee.a	s'clugee	mutation	a. id.	s'clugee	demutation-unvalidated
feer chluigagh	feer-chluigagh.a	feer chluigagh	self	a.	feer chluigagh	demutation-unvalidated
feerchluigagh	feer-chluigagh.a	feer chluigagh	self	a.	feer chluigagh	collapsed
feerchluigagh	feer-chluigagh.a	feerchluigagh	univerbated	a.	feer chluigagh	
clugeid	clugeid.n	clugeid	self	s. f.	clugeid	
co	co.x	co-	self	prefix.	co-	
co chorrym	co-chorrym.a	co-chorrym	self	a.	co-chorrym	
cochorrym	co-chorrym.a	co-chorrym	self	a.	co-chorrym	collapsed
cochorrym	co-chorrym.a	cochorrym	univerbated	a.	co-chorrym	
feer cho chorrym	feer-cho-chorrym.a	feer cho-chorrym	self	a.	feer cho-chorrym	demutation-unvalidated
feerchochorrym	feer-cho-chorrym.a	feer cho-chorrym	self	a.	feer cho-chorrym	collapsed
feerchochorrym	feer-cho-chorrym.a	feerchochorrym	univerbated	a.	feer cho-chorrym	
e cho chorrymid	cho-chorrymid.n	cho-chorrymid	self	s.	e cho-chorrymid	
echochorrymid	cho-chorrymid.n	cho-chorrymid	self	s.	e cho-chorrymid	collapsed
echochorrymid	cho-chorrymid.n	chochorrymid	univerbated	s.	e cho-chorrymid	
cho chorrymid	cho-chorrymid.n	cho-chorrymid	particle	s.	e cho-chorrymid	
chochorrymid	cho-chorrymid.n	cho-chorrymid	particle	s.	e cho-chorrymid	collapsed
chochorrymid	cho-chorrymid.n	chochorrymid	univerbated	s.	e cho-chorrymid	
co chruin	co-chruin.v	co-chruin	self	v.	co-chruin	
cochruin	co-chruin.v	co-chruin	self	v.	co-chruin	collapsed
cochruin	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinagh	co-chruin.v	co-chruin	inflected	v.	co-chruin	
cochruinagh	co-chruin.v	co-chruin	inflected	v.	co-chruin	collapsed
cochruinagh	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinee	co-chruin.v	co-chruin	inflected	v.	co-chruin	
cochruinee	co-chruin.v	co-chruin	inflected	v.	co-chruin	collapsed
cochruinee	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinin	co-chruin.v	co-chruin	inflected	v.	co-chruin	
cochruinin	co-chruin.v	co-chruin	inflected	v.	co-chruin	collapsed
cochruinin	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinins	co-chruin.v	co-chruin	inflected	v.	co-chruin	
cochruinins	co-chruin.v	co-chruin	inflected	v.	co-chruin	collapsed
cochruinins	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinym	co-chruin.v	co-chruin	inflected	v.	co-chruin	
cochruinym	co-chruin.v	co-chruin	inflected	v.	co-chruin	collapsed
cochruinym	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinyms	co-chruin.v	co-chruin	inflected	v.	co-chruin	
cochruinyms	co-chruin.v	co-chruin	inflected	v.	co-chruin	collapsed
cochruinyms	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinys	co-chruin.v	co-chruin	inflected	v.	co-chruin	
cochruinys	co-chruin.v	co-chruin	inflected	v.	co-chruin	collapsed
cochruinys	co-chruin.v	cochruin	univerbated	v.	co-chruin	
co chruinee	co-chruin.v	co-chruin	variant	v.	co-chruinee	
cochruinee	co-chruin.v	co-chruin	variant	v.	co-chruinee	collapsed
co chruinaghey	co-chruinaghey.v	co-chruinaghey	self	v.	co-chruinaghey	
cochruinaghey	co-chruinaghey.v	co-chruinaghey	self	v.	co-chruinaghey	collapsed
cochruinaghey	co-chruinaghey.v	cochruinaghey	univerbated	v.	co-chruinaghey	
co chruinit	co-chruinit.x	co-chruinit	self		co-chruinit	
cochruinit	co-chruinit.x	co-chruinit	self		co-chruinit	collapsed
cochruinit	co-chruinit.x	cochruinit	univerbated		co-chruinit	
co chruinaght	co-chruinaght.n	co-chruinaght	self	s. m.	co-chruinaght	
cochruinaght	co-chruinaght.n	co-chruinaght	self	s. m.	co-chruinaght	collapsed
cochruinaght	co-chruinaght.n	cochruinaght	univerbated	s. m.	co-chruinaght	
yn cho chruinaght	cho-chruinaght.n	cho-chruinaght	self	s.	yn cho-chruinaght	
ynchochruinaght	cho-chruinaght.n	cho-chruinaght	self	s.	yn cho-chruinaght	collapsed
ynchochruinaght	cho-chruinaght.n	chochruinaght	univerbated	s.	yn cho-chruinaght	
cho chruinaght	cho-chruinaght.n	cho-chruinaght	particle	s.	yn cho-chruinaght	
chochruinaght	cho-chruinaght.n	cho-chruinaght	particle	s.	yn cho-chruinaght	collapsed
chochruinaght	cho-chruinaght.n	chochruinaght	univerbated	s.	yn cho-chruinaght	
co dowin	co-dowin.a	co-dowin	self	a.	co-dowin	
codowin	co-dowin.a	co-dowin	self	a.	co-dowin	collapsed
codowin	co-dowin.a	codowin	univerbated	a.	co-dowin	
co lhean	co-lhean.x	co-lhean	self	adv.	co-lhean	
colhean	co-lhean.x	co-lhean	self	adv.	co-lhean	collapsed
colhean	co-lhean.x	colhean	univerbated	adv.	co-lhean	
co lhiabbagh	co-lhiabbagh.n	co-lhiabbagh	self	s. m. f.	co-lhiabbagh	
colhiabbagh	co-lhiabbagh.n	co-lhiabbagh	self	s. m. f.	co-lhiabbagh	collapsed
colhiabbagh	co-lhiabbagh.n	colhiabbagh	univerbated	s. m. f.	co-lhiabbagh	
co lhiabbee	co-lhiabbagh.n	co-lhiabbagh	inflected	s. m. f.	co-lhiabbagh	
colhiabbee	co-lhiabbagh.n	co-lhiabbagh	inflected	s. m. f.	co-lhiabbagh	collapsed
colhiabbee	co-lhiabbagh.n	colhiabbagh	univerbated	s. m. f.	co-lhiabbagh	
e cho lhiabbagh	cho-lhiabbagh.n	cho-lhiabbagh	self	s.	e cho-lhiabbagh	
echolhiabbagh	cho-lhiabbagh.n	cho-lhiabbagh	self	s.	e cho-lhiabbagh	collapsed
echolhiabbagh	cho-lhiabbagh.n	cholhiabbagh	univerbated	s.	e cho-lhiabbagh	
cho lhiabbagh	cho-lhiabbagh.n	cho-lhiabbagh	particle	s.	e cho-lhiabbagh	
cholhiabbagh	cho-lhiabbagh.n	cho-lhiabbagh	particle	s.	e cho-lhiabbagh	collapsed
cholhiabbagh	cho-lhiabbagh.n	cholhiabbagh	univerbated	s.	e cho-lhiabbagh	
co liack	co-liack.x	co-liack	self	adv.	co-liack	
coliack	co-liack.x	co-liack	self	adv.	co-liack	collapsed
coliack	co-liack.x	coliack	univerbated	adv.	co-liack	
co liak	co-liak.x	co-liak	self	adv.	co-liak	
coliak	co-liak.x	co-liak	self	adv.	co-liak	collapsed
coliak	co-liak.x	coliak	univerbated	adv.	co-liak	
co liauyr	co-liauyr.x	co-liauyr	self	adv.	co-liauyr	
coliauyr	co-liauyr.x	co-liauyr	self	adv.	co-liauyr	collapsed
coliauyr	co-liauyr.x	coliauyr	univerbated	adv.	co-liauyr	
co loayrt	co-loayrt.v	co-loayrt	self	v.	co-loayrt	
coloayrt	co-loayrt.v	co-loayrt	self	v.	co-loayrt	collapsed
coloayrt	co-loayrt.v	coloayrt	univerbated	v.	co-loayrt	
co loayrtagh	co-loayrt.v	co-loayrt	inflected	v.	co-loayrt	
coloayrtagh	co-loayrt.v	co-loayrt	inflected	v.	co-loayrt	collapsed
coloayrtagh	co-loayrt.v	coloayrt	univerbated	v.	co-loayrt	
co loayrtagh	co-loayrtagh.n	co-loayrtagh	self	s. m.	co-loayrtagh	
coloayrtagh	co-loayrtagh.n	co-loayrtagh	self	s. m.	co-loayrtagh	collapsed
coloayrtagh	co-loayrtagh.n	coloayrtagh	univerbated	s. m.	co-loayrtagh	
co loayrtee	co-loayrtagh.n	co-loayrtagh	inflected	s. m.	co-loayrtagh	
coloayrtee	co-loayrtagh.n	co-loayrtagh	inflected	s. m.	co-loayrtagh	collapsed
coloayrtee	co-loayrtagh.n	coloayrtagh	univerbated	s. m.	co-loayrtagh	
co loayrtys	co-loayrtys.n	co-loayrtys	self	s. m.	co-loayrtys	
coloayrtys	co-loayrtys.n	co-loayrtys	self	s. m.	co-loayrtys	collapsed
coloayrtys	co-loayrtys.n	coloayrtys	univerbated	s. m.	co-loayrtys	
co loayrtysyn	co-loayrtys.n	co-loayrtys	inflected	s. m.	co-loayrtys	
coloayrtysyn	co-loayrtys.n	co-loayrtys	inflected	s. m.	co-loayrtys	collapsed
coloayrtysyn	co-loayrtys.n	coloayrtys	univerbated	s. m.	co-loayrtys	
cosoyl	cosoyl.v	cosoyl	self	v.	cosoyl	
cosoylagh	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoylee	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoylaghey	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoylin	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoylins	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoylym	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoylyms	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoylys	cosoyl.v	cosoyl	inflected	v.	cosoyl	
cosoyllagh	cosoyllagh.v	cosoyllagh	self	v.	cosoyllagh	
cosoylaghey	cosoylaghey.v	cosoylaghey	self	v.	cosoylaghey	
cosoyley	cosoyley.n	cosoyley	self	s. m.	cosoyley	
cosoylaghyn	cosoyley.n	cosoyley	inflected	s. m.	cosoyley	
co vollaght	co-vollaght.n	co-vollaght	self	s.	co-vollaght	
covollaght	co-vollaght.n	co-vollaght	self	s.	co-vollaght	collapsed
covollaght	co-vollaght.n	covollaght	univerbated	s.	co-vollaght	
yn cho vollaght	cho-vollaght.n	cho-vollaght	self	s.	yn cho-vollaght	
ynchovollaght	cho-vollaght.n	cho-vollaght	self	s.	yn cho-vollaght	collapsed
ynchovollaght	cho-vollaght.n	chovollaght	univerbated	s.	yn cho-vollaght	
cho vollaght	cho-vollaght.n	cho-vollaght	particle	s.	yn cho-vollaght	
chovollaght	cho-vollaght.n	cho-vollaght	particle	s.	yn cho-vollaght	collapsed
chovollaght	cho-vollaght.n	chovollaght	univerbated	s.	yn cho-vollaght	
coad	coad.v	coad	self	v.	coad	
coadagh	coad.v	coad	inflected	v.	coad	
coadee	coad.v	coad	inflected	v.	coad	
coadaghey	coad.v	coad	inflected	v.	coad	
coadin	coad.v	coad	inflected	v.	coad	
coadins	coad.v	coad	inflected	v.	coad	
coadit	coad.v	coad	inflected	v.	coad	
coadym	coad.v	coad	inflected	v.	coad	
coadyms	coad.v	coad	inflected	v.	coad	
coadys	coad.v	coad	inflected	v.	coad	
cha goad	coad.v	coad	self	v.	cha goad	
chagoad	coad.v	coad	self	v.	cha goad	collapsed
chagoad	coad.v	coad	univerbated	v.	cha goad	
goad	coad.v	coad	particle	v.	cha goad	
cha goadagh	coad.v	coad	inflected	v.	cha goad	
chagoadagh	coad.v	coad	inflected	v.	cha goad	collapsed
chagoadagh	coad.v	coad	univerbated	v.	cha goad	
goadagh	coad.v	coad	inflected	v.	cha goad	
cha goadin	coad.v	coad	inflected	v.	cha goad	
chagoadin	coad.v	coad	inflected	v.	cha goad	collapsed
chagoadin	coad.v	coad	univerbated	v.	cha goad	
goadin	coad.v	coad	inflected	v.	cha goad	
cha goadins	coad.v	coad	inflected	v.	cha goad	
chagoadins	coad.v	coad	inflected	v.	cha goad	collapsed
chagoadins	coad.v	coad	univerbated	v.	cha goad	
goadins	coad.v	coad	inflected	v.	cha goad	
cha goadym	coad.v	coad	inflected	v.	cha goad	
chagoadym	coad.v	coad	inflected	v.	cha goad	collapsed
chagoadym	coad.v	coad	univerbated	v.	cha goad	
goadym	coad.v	coad	inflected	v.	cha goad	
cha goadyms	coad.v	coad	inflected	v.	cha goad	
chagoadyms	coad.v	coad	inflected	v.	cha goad	collapsed
chagoadyms	coad.v	coad	univerbated	v.	cha goad	
goadyms	coad.v	coad	inflected	v.	cha goad	
choad	choad.v	choad	self	v.	choad	
choad	coad.v	coad	demutated	v.	choad	
choadagh	choad.v	choad	inflected	v.	choad	
choadaghey	choad.v	choad	inflected	v.	choad	
choadin	choad.v	choad	inflected	v.	choad	
choadins	choad.v	choad	inflected	v.	choad	
choadit	choad.v	choad	inflected	v.	choad	
choadym	choad.v	choad	inflected	v.	choad	
choadyms	choad.v	choad	inflected	v.	choad	
choadys	choad.v	choad	inflected	v.	choad	
coadaghey	coadaghey.v	coadaghey	self	v.	coadaghey	
er goadaghey	coadaghey.v	coadaghey	self	v.	er goadaghey	
ergoadaghey	coadaghey.v	coadaghey	self	v.	er goadaghey	collapsed
ergoadaghey	coadaghey.v	coadaghey	univerbated	v.	er goadaghey	
goadaghey	coadaghey.v	coadaghey	particle	v.	er goadaghey	
coadit	coadit.x	coadit	self	pt.	coadit	
coadey	coadey.n	coadey	self	s. m.	coadey	
coadaghyn	coadey.n	coadey	inflected	s. m.	coadey	
e choadey	choadey.n	choadey	self	s.	e choadey	
echoadey	choadey.n	choadey	self	s.	e choadey	collapsed
echoadey	choadey.n	choadey	univerbated	s.	e choadey	
choadey	choadey.n	choadey	particle	s.	e choadey	
choadey	coadey.n	coadey	demutated	s. m.	e choadey	
nyn goadey	coadey.n	coadey	self	s.	nyn goadey	
nyngoadey	coadey.n	coadey	self	s.	nyn goadey	collapsed
nyngoadey	coadey.n	coadey	univerbated	s.	nyn goadey	
goadey	coadey.n	coadey	particle	s.	nyn goadey	
coadee	coadee.a	coadee	self	a. d.	coadee	
choadee	choadee.a	choadee	self	a. d.	choadee	
choadee	coadee.a	coadee	demutated	a. d.	choadee	
fer choadee	coadeyder.n	coadeyder	variant	s. m.	fer-choadee	
ferchoadee	coadeyder.n	coadeyder	variant	s. m.	fer-choadee	collapsed
ferchoadee	coadeyder.n	coadeyder	univerbated	s. m.	fer-choadee	
fir choadee	coadeyder.n	coadeyder	inflected	s. m.	fer-choadee	
firchoadee	coadeyder.n	coadeyder	inflected	s. m.	fer-choadee	collapsed
firchoadee	coadeyder.n	coadeyder	univerbated	s. m.	fer-choadee	
coadeyder	coadeyder.n	coadeyder	self	s. m.	coadeyder	
fer choadee	fer-choadee.x	fer choadee	self		fer choadee	
ferchoadee	fer-choadee.x	fer choadee	self		fer choadee	collapsed
ferchoadee	fer-choadee.x	ferchoadee	univerbated		fer choadee	
coadan	coadan.n	coadan	self	s. m.	coadan	
coagyr	coagyr.v	coagyr	self	v.	coagyr	
coagyragh	coagyr.v	coagyr	inflected	v.	coagyr	
coagyree	coagyr.v	coagyr	inflected	v.	coagyr	
coagyrin	coagyr.v	coagyr	inflected	v.	coagyr	
coagyrins	coagyr.v	coagyr	inflected	v.	coagyr	
coagyrym	coagyr.v	coagyr	inflected	v.	coagyr	
coagyryms	coagyr.v	coagyr	inflected	v.	coagyr	
coagyrys	coagyr.v	coagyr	inflected	v.	coagyr	
cha goagyr	coagyr.v	coagyr	self	v.	cha goagyr	
chagoagyr	coagyr.v	coagyr	self	v.	cha goagyr	collapsed
chagoagyr	coagyr.v	coagyr	univerbated	v.	cha goagyr	
goagyr	coagyr.v	coagyr	particle	v.	cha goagyr	
cha goagyragh	coagyr.v	coagyr	inflected	v.	cha goagyr	
chagoagyragh	coagyr.v	coagyr	inflected	v.	cha goagyr	collapsed
chagoagyragh	coagyr.v	coagyr	univerbated	v.	cha goagyr	
goagyragh	coagyr.v	coagyr	inflected	v.	cha goagyr	
cha goagyrin	coagyr.v	coagyr	inflected	v.	cha goagyr	
chagoagyrin	coagyr.v	coagyr	inflected	v.	cha goagyr	collapsed
chagoagyrin	coagyr.v	coagyr	univerbated	v.	cha goagyr	
goagyrin	coagyr.v	coagyr	inflected	v.	cha goagyr	
cha goagyrins	coagyr.v	coagyr	inflected	v.	cha goagyr	
chagoagyrins	coagyr.v	coagyr	inflected	v.	cha goagyr	collapsed
chagoagyrins	coagyr.v	coagyr	univerbated	v.	cha goagyr	
goagyrins	coagyr.v	coagyr	inflected	v.	cha goagyr	
cha goagyrym	coagyr.v	coagyr	inflected	v.	cha goagyr	
chagoagyrym	coagyr.v	coagyr	inflected	v.	cha goagyr	collapsed
chagoagyrym	coagyr.v	coagyr	univerbated	v.	cha goagyr	
goagyrym	coagyr.v	coagyr	inflected	v.	cha goagyr	
cha goagyryms	coagyr.v	coagyr	inflected	v.	cha goagyr	
chagoagyryms	coagyr.v	coagyr	inflected	v.	cha goagyr	collapsed
chagoagyryms	coagyr.v	coagyr	univerbated	v.	cha goagyr	
goagyryms	coagyr.v	coagyr	inflected	v.	cha goagyr	
cha goagyrys	coagyr.v	coagyr	inflected	v.	cha goagyr	
chagoagyrys	coagyr.v	coagyr	inflected	v.	cha goagyr	collapsed
chagoagyrys	coagyr.v	coagyr	univerbated	v.	cha goagyr	
goagyrys	coagyr.v	coagyr	inflected	v.	cha goagyr	
choagyr	choagyr.v	choagyr	self	v.	choagyr	
choagyr	coagyr.v	coagyr	demutated	v.	choagyr	
choagyragh	choagyr.v	choagyr	inflected	v.	choagyr	
choagyrin	choagyr.v	choagyr	inflected	v.	choagyr	
