form	lemmaId	lemma	linkType	pos	via	note
nyngerragh	gerragh.n	gerragh	univerbated	s.	nyn gerragh	
gerragh	gerragh.n	gerragh	particle	s.	nyn gerragh	
kerreyder	kerreyder.n	kerreyder	self	s. m.	kerreyder	
kerreyderyn	kerreyder.n	kerreyder	inflected	s. m.	kerreyder	
kerrin	kerrin.n	kerrin	self	s. m.	kerrin	
kerrinyn	kerroo.n	kerroo	plural	s. m.	kerrinyn	
kern riaghyl	kern-riaghyl.n	kern-riaghyl	self	s. m.	kern-riaghyl	
kernriaghyl	kern-riaghyl.n	kern-riaghyl	self	s. m.	kern-riaghyl	collapsed
kernriaghyl	kern-riaghyl.n	kernriaghyl	univerbated	s. m.	kern-riaghyl	
kesh	kesh.n	kesh	self	s. f.	kesh	
keshyn	kesh.n	kesh	inflected	s. f.	kesh	
yn chesh	kesh.n	kesh	self	s.	yn chesh	
ynchesh	kesh.n	kesh	self	s.	yn chesh	collapsed
ynchesh	kesh.n	kesh	univerbated	s.	yn chesh	
chesh	kesh.n	kesh	particle	s.	yn chesh	
chesh	kesh.n	kesh	demutated	s. f.	yn chesh	
kesh	kesh.v	kesh	self	v.	kesh	
keshagh	kesh.v	kesh	inflected	v.	kesh	
keshee	kesh.v	kesh	inflected	v.	kesh	
keshin	kesh.v	kesh	inflected	v.	kesh	
keshins	kesh.v	kesh	inflected	v.	kesh	
keshym	kesh.v	kesh	inflected	v.	kesh	
keshyms	kesh.v	kesh	inflected	v.	kesh	
keshys	kesh.v	kesh	inflected	v.	kesh	
cha gesh	kesh.v	kesh	self	v.	cha gesh	
chagesh	kesh.v	kesh	self	v.	cha gesh	collapsed
chagesh	kesh.v	kesh	univerbated	v.	cha gesh	
gesh	kesh.v	kesh	particle	v.	cha gesh	
cha geshagh	kesh.v	kesh	inflected	v.	cha gesh	
chageshagh	kesh.v	kesh	inflected	v.	cha gesh	collapsed
chageshagh	kesh.v	kesh	univerbated	v.	cha gesh	
geshagh	kesh.v	kesh	inflected	v.	cha gesh	
cha geshin	kesh.v	kesh	inflected	v.	cha gesh	
chageshin	kesh.v	kesh	inflected	v.	cha gesh	collapsed
chageshin	kesh.v	kesh	univerbated	v.	cha gesh	
geshin	kesh.v	kesh	inflected	v.	cha gesh	
cha geshins	kesh.v	kesh	inflected	v.	cha gesh	
chageshins	kesh.v	kesh	inflected	v.	cha gesh	collapsed
chageshins	kesh.v	kesh	univerbated	v.	cha gesh	
geshins	kesh.v	kesh	inflected	v.	cha gesh	
cha geshym	kesh.v	kesh	inflected	v.	cha gesh	
chageshym	kesh.v	kesh	inflected	v.	cha gesh	collapsed
chageshym	kesh.v	kesh	univerbated	v.	cha gesh	
geshym	kesh.v	kesh	inflected	v.	cha gesh	
cha geshyms	kesh.v	kesh	inflected	v.	cha gesh	
chageshyms	kesh.v	kesh	inflected	v.	cha gesh	collapsed
chageshyms	kesh.v	kesh	univerbated	v.	cha gesh	
geshyms	kesh.v	kesh	inflected	v.	cha gesh	
chesh	kesh.v	kesh	self	v.	chesh	
cheshagh	kesh.v	kesh	inflected	v.	chesh	
cheshin	kesh.v	kesh	inflected	v.	chesh	
cheshins	kesh.v	kesh	inflected	v.	chesh	
cheshit	kesh.v	kesh	inflected	v.	chesh	
cheshym	kesh.v	kesh	inflected	v.	chesh	
cheshyms	kesh.v	kesh	inflected	v.	chesh	
cheshys	kesh.v	kesh	inflected	v.	chesh	
keshal	keshal.v	keshal	self	v.	keshal	
er cheshal	keshal.v	keshal	self	v.	er cheshal	
ercheshal	keshal.v	keshal	self	v.	er cheshal	collapsed
ercheshal	keshal.v	keshal	univerbated	v.	er cheshal	
cheshal	keshal.v	keshal	particle	v.	er cheshal	
cheshal	keshal.v	keshal	demutated	v.	er cheshal	
keshit	keshit.x	keshit	self		keshit	
kesheyder	kesheyder.n	kesheyder	self	s. m.	kesheyder	
kesheyderyn	kesheyder.n	kesheyder	inflected	s. m.	kesheyder	
keshagh	keshagh.a	keshagh	self	a.	keshagh	
s'keshagh	s'keshagh.a	s'keshagh	self	a.	s'keshagh	demutation-unvalidated
keshagh	s'keshagh.a	s'keshagh	mutation	a.	s'keshagh	demutation-unvalidated
s'keshee	s'keshee.a	s'keshee	self	a. id.	s'keshee	demutation-unvalidated
keshee	s'keshee.a	s'keshee	mutation	a. id.	s'keshee	demutation-unvalidated
keshag	keshag.n	keshag	self	s. f.	keshag	
yn cheshag	keshag.n	keshag	self	s.	yn cheshag	
yncheshag	keshag.n	keshag	self	s.	yn cheshag	collapsed
yncheshag	keshag.n	keshag	univerbated	s.	yn cheshag	
cheshag	keshag.n	keshag	particle	s.	yn cheshag	
cheshag	keshag.n	keshag	demutated	s. f.	yn cheshag	
keshagagh	keshagagh.a	keshagagh	self	a.	keshagagh	
kesmad	kesmad.n	kesmad	self	s. m.	kesmad	
kesmadyn	kesmad.n	kesmad	inflected	s. m.	kesmad	
yn chesmad	kesmad.n	kesmad	self	s.	yn chesmad	
ynchesmad	kesmad.n	kesmad	self	s.	yn chesmad	collapsed
ynchesmad	kesmad.n	kesmad	univerbated	s.	yn chesmad	
chesmad	kesmad.n	kesmad	particle	s.	yn chesmad	
chesmad	kesmad.n	kesmad	demutated	s. m.	yn chesmad	
yn chesmadyn	kesmad.n	kesmad	inflected	s.	yn chesmad	
ynchesmadyn	kesmad.n	kesmad	inflected	s.	yn chesmad	collapsed
ynchesmadyn	kesmad.n	kesmad	univerbated	s.	yn chesmad	
chesmadyn	kesmad.n	kesmad	inflected	s.	yn chesmad	
nyn gesmad	kesmad.n	kesmad	self	s.	nyn gesmad	
nyngesmad	kesmad.n	kesmad	self	s.	nyn gesmad	collapsed
nyngesmad	kesmad.n	kesmad	univerbated	s.	nyn gesmad	
gesmad	kesmad.n	kesmad	particle	s.	nyn gesmad	
nyn gesmadyn	kesmad.n	kesmad	inflected	s.	nyn gesmad	
nyngesmadyn	kesmad.n	kesmad	inflected	s.	nyn gesmad	collapsed
nyngesmadyn	kesmad.n	kesmad	univerbated	s.	nyn gesmad	
gesmadyn	kesmad.n	kesmad	inflected	s.	nyn gesmad	
kesmadey	kesmadey.v	kesmadey	self	v.	kesmadey	
kessey	kessey.n	kessey	self	s.	kessey	
yn chessey	kessey.n	kessey	self	s.	yn chessey	
ynchessey	kessey.n	kessey	self	s.	yn chessey	collapsed
ynchessey	kessey.n	kessey	univerbated	s.	yn chessey	
chessey	kessey.n	kessey	particle	s.	yn chessey	
chessey	kessey.n	kessey	demutated	s.	yn chessey	
nyn gessey	kessey.n	kessey	self	s.	nyn gessey	
nyngessey	kessey.n	kessey	self	s.	nyn gessey	collapsed
nyngessey	kessey.n	kessey	univerbated	s.	nyn gessey	
gessey	kessey.n	kessey	particle	s.	nyn gessey	
kest	kest.n	kest	self	s. m.	kest	
kestyn	kest.n	kest	inflected	s. m.	kest	
yn chest	chest.n	chest	self	s.	yn chest	
ynchest	chest.n	chest	self	s.	yn chest	collapsed
ynchest	chest.n	chest	univerbated	s.	yn chest	
chest	chest.n	chest	particle	s.	yn chest	
chest	kest.n	kest	demutated	s. m.	yn chest	
kest	kest.v	kest	self	v.	kest	
kestagh	kest.v	kest	inflected	v.	kest	
kestee	kest.v	kest	inflected	v.	kest	
kestin	kest.v	kest	inflected	v.	kest	
kestins	kest.v	kest	inflected	v.	kest	
kestym	kest.v	kest	inflected	v.	kest	
kestyms	kest.v	kest	inflected	v.	kest	
kestys	kest.v	kest	inflected	v.	kest	
kestal	kestal.v	kestal	self	v.	kestal	
kestit	kestit.x	kestit	self		kestit	
kesteyder	kesteyder.n	kesteyder	self	s. m.	kesteyder	
kesteyderyn	kesteyder.n	kesteyder	inflected	s. m.	kesteyder	
kewyl	kewyl.n	kewyl	self	s.	kewyl	
kewylyn	kewyl.n	kewyl	inflected	s.	kewyl	
yn chewyl	kewyl.n	kewyl	self	s.	yn chewyl	
ynchewyl	kewyl.n	kewyl	self	s.	yn chewyl	collapsed
ynchewyl	kewyl.n	kewyl	univerbated	s.	yn chewyl	
chewyl	kewyl.n	kewyl	particle	s.	yn chewyl	
chewyl	kewyl.n	kewyl	demutated	s.	yn chewyl	
mackewyl	mackewyl.n	mackewyl	self	s. m.	mackewyl	
key	key.n	key	self	s. m.	key	
keyghyn	key.n	key	inflected	s. m.	key	
keyee	keyee.a	keyee	self	a. d.	keyee	
yn chey	chey.n	chey	self	s.	yn chey	demutation-unvalidated
ynchey	chey.n	chey	self	s.	yn chey	collapsed
ynchey	chey.n	chey	univerbated	s.	yn chey	
chey	chey.n	chey	particle	s.	yn chey	demutation-unvalidated
nyn gey	gey.n	gey	self	s.	nyn gey	demutation-unvalidated
nyngey	gey.n	gey	self	s.	nyn gey	collapsed
nyngey	gey.n	gey	univerbated	s.	nyn gey	
gey	gey.n	gey	particle	s.	nyn gey	demutation-unvalidated
keyjeen	keyjeen.n	keyjeen	self	s.	keyjeen	
keyjeenyn	keyjeen.n	keyjeen	inflected	s.	keyjeen	
keyjeenagh	keyjeenagh.a	keyjeenagh	self	a.	keyjeenagh	
keyl	keyl.a	keyl	self	a.	keyl	
keyley	keyley.a	keyley	self	a.	keyley	
s'keyl	s'keyl.a	s'keyl	self	a.	s'keyl	demutation-unvalidated
keyl	s'keyl.a	s'keyl	mutation	a.	s'keyl	demutation-unvalidated
s'keylley	s'keylley.a	s'keylley	self	a. id.	s'keylley	
keylley	s'keylley.a	s'keylley	mutation	a. id.	s'keylley	
feer cheyl	feer-cheyl.a	feer cheyl	self	a.	feer cheyl	demutation-unvalidated
feercheyl	feer-cheyl.a	feer cheyl	self	a.	feer cheyl	collapsed
feercheyl	feer-cheyl.a	feercheyl	univerbated	a.	feer cheyl	
keyl	keyl.v	keyl	self	v.	keyl	
keylagh	keyl.v	keyl	inflected	v.	keyl	
keylee	keyl.v	keyl	inflected	v.	keyl	
keylin	keyl.v	keyl	inflected	v.	keyl	
keylins	keyl.v	keyl	inflected	v.	keyl	
keylym	keyl.v	keyl	inflected	v.	keyl	
keylyms	keyl.v	keyl	inflected	v.	keyl	
keylys	keyl.v	keyl	inflected	v.	keyl	
keylagh	keylagh.v	keylagh	self	v.	keylagh	
keylit	keylit.x	keylit	self		keylit	
keylid	keylid.n	keylid	self	s. m.	keylid	
keylid mean	keylid-mean.n	keylid-mean	self	s.	keylid-mean	
keylidmean	keylid-mean.n	keylid-mean	self	s.	keylid-mean	collapsed
keylidmean	keylid-mean.n	keylidmean	univerbated	s.	keylid-mean	
keyll	keyll.n	keyll	self	s. f.	keyll	
yn cheyll	keyll.n	keyll	self	s.	yn cheyll	
yncheyll	keyll.n	keyll	self	s.	yn cheyll	collapsed
yncheyll	keyll.n	keyll	univerbated	s.	yn cheyll	
cheyll	keyll.n	keyll	particle	s.	yn cheyll	
cheyll	keyll.n	keyll	demutated	s. f.	yn cheyll	
keylljyn	keylljyn.n	keylljyn	self	s.	keylljyn	
keylley	keylley.a	keylley	self	a. d.	keylley	
cheylley	keylley.a	keylley	self	a. d.	cheylley	
cheylley	keylley.a	keylley	demutated	a. d.	cheylley	
keyllagh	keyllagh.n	keyllagh	self	s. f.	keyllagh	
yn cheyllagh	keyllagh.n	keyllagh	self	s.	yn cheyllagh	
yncheyllagh	keyllagh.n	keyllagh	self	s.	yn cheyllagh	collapsed
yncheyllagh	keyllagh.n	keyllagh	univerbated	s.	yn cheyllagh	
cheyllagh	keyllagh.n	keyllagh	particle	s.	yn cheyllagh	
cheyllagh	keyllagh.n	keyllagh	demutated	s. f.	yn cheyllagh	
keyllys	keyllys.n	keyllys	self	s. f.	keyllys	
keyllysyn	keyllys.n	keyllys	inflected	s. f.	keyllys	
sy cheyllys	sy-cheyllys.n	sy cheyllys	self	s.	sy cheyllys	demutation-unvalidated
sycheyllys	sy-cheyllys.n	sy cheyllys	self	s.	sy cheyllys	collapsed
sycheyllys	sy-cheyllys.n	sycheyllys	univerbated	s.	sy cheyllys	
keym	keym.n	keym	self	s.	keym	
yn cheym	keym.n	keym	self	s.	yn cheym	
yncheym	keym.n	keym	self	s.	yn cheym	collapsed
yncheym	keym.n	keym	univerbated	s.	yn cheym	
cheym	keym.n	keym	particle	s.	yn cheym	
cheym	keym.n	keym	demutated	s.	yn cheym	
keymyn	keym.n	keym	plural	s.	keymyn	
keynnagh	keynnagh.n	keynnagh	self	s. f.	keynnagh	
keynnee	keynnagh.n	keynnagh	inflected	s. f.	keynnagh	
keynnee	keynnee.a	keynnee	self	a. d.	keynnee	
keyrrey	keyrrey.n	keyrrey	self	s. f.	keyrrey	
kirree	keyrrey.n	keyrrey	inflected	s. f.	keyrrey	
yn cheyrrey	keyrrey.n	keyrrey	self	s.	yn cheyrrey	
yncheyrrey	keyrrey.n	keyrrey	self	s.	yn cheyrrey	collapsed
yncheyrrey	keyrrey.n	keyrrey	univerbated	s.	yn cheyrrey	
cheyrrey	keyrrey.n	keyrrey	particle	s.	yn cheyrrey	
cheyrrey	keyrrey.n	keyrrey	demutated	s. f.	yn cheyrrey	
kirree	keyrrey.n	keyrrey	plural	s. f.	kirree	
e chirree	kirree.n	kirree	self	s. pl.	e chirree	
echirree	kirree.n	kirree	self	s. pl.	e chirree	collapsed
echirree	kirree.n	kirree	univerbated	s. pl.	e chirree	
chirree	kirree.n	kirree	particle	s. pl.	e chirree	
chirree	kirree.n	kirree	demutated	s. pl.	e chirree	
kirree vooarey	kirree-vooarey.a	kirree vooarey	self	a. pl.	kirree vooarey	demutation-unvalidated
kirreevooarey	kirree-vooarey.a	kirree vooarey	self	a. pl.	kirree vooarey	collapsed
kirreevooarey	kirree-vooarey.a	kirreevooarey	univerbated	a. pl.	kirree vooarey	
keyrragh	keyrragh.a	keyrragh	self	a. d.	keyrragh	
cheyrragh	keyrragh.a	keyrragh	self	a. d.	cheyrragh	
cheyrragh	keyrragh.a	keyrragh	demutated	a. d.	cheyrragh	
meeyl cheyrragh	meeyl-cheyrragh.n	meeyl cheyrragh	self	s. f.	meeyl cheyrragh	
meeylcheyrragh	meeyl-cheyrragh.n	meeyl cheyrragh	self	s. f.	meeyl cheyrragh	collapsed
meeylcheyrragh	meeyl-cheyrragh.n	meeylcheyrragh	univerbated	s. f.	meeyl cheyrragh	
ny geyrragh	keyrragh.a	keyrragh	self	a. d.	ny geyrragh	
nygeyrragh	keyrragh.a	keyrragh	self	a. d.	ny geyrragh	collapsed
nygeyrragh	keyrragh.a	keyrragh	univerbated	a. d.	ny geyrragh	
geyrragh	keyrragh.a	keyrragh	particle	a. d.	ny geyrragh	
khennough	khennough.v	khennough	self	v.	khennough	
kherree	kherree.n	Kherree	self	s. f.	Kherree	
khyrloghe	khyrloghe.a	khyrloghe	self	a.	khyrloghe	
khyrloghey	khyrloghey.a	khyrloghey	self	a. pl.	khyrloghey	
s'khyrloghey	s'khyrloghey.a	s'khyrloghey	self	a.	s'khyrloghey	demutation-unvalidated
khyrloghey	s'khyrloghey.a	s'khyrloghey	mutation	a.	s'khyrloghey	demutation-unvalidated
khyrloghid	khyrloghid.n	khyrloghid	self	s. m.	khyrloghid	
kiadd	kiadd.v	kiadd	self	v.	kiadd	
kiaddagh	kiadd.v	kiadd	inflected	v.	kiadd	
kiaddee	kiadd.v	kiadd	inflected	v.	kiadd	
kiaddin	kiadd.v	kiadd	inflected	v.	kiadd	
kiaddins	kiadd.v	kiadd	inflected	v.	kiadd	
kiaddym	kiadd.v	kiadd	inflected	v.	kiadd	
kiaddyms	kiadd.v	kiadd	inflected	v.	kiadd	
kiaddys	kiadd.v	kiadd	inflected	v.	kiadd	
chiad	chiad.v	chiad	self	v.	chiad	demutation-unvalidated
chiadagh	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadee	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadin	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadins	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadit	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadym	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadyms	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadys	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
chiadey	chiad.v	chiad	inflected	v.	chiad	demutation-unvalidated
kiaddey	kiaddey.v	kiaddey	self	v.	kiaddey	
kiaddit	kiaddit.x	kiaddit	self		kiaddit	
kialg	kialg.n	kialg	self	s. f.	kialg	
kialgyn	kialg.n	kialg	inflected	s. f.	kialg	
yn chialg	kialg.n	kialg	self	s.	yn chialg	
ynchialg	kialg.n	kialg	self	s.	yn chialg	collapsed
ynchialg	kialg.n	kialg	univerbated	s.	yn chialg	
chialg	kialg.n	kialg	particle	s.	yn chialg	
chialg	kialg.n	kialg	demutated	s. f.	yn chialg	
kialgagh	kialgagh.a	kialgagh	self	a.	kialgagh	
s'kialgagh	s'kialgagh.a	s'kialgagh	self	a.	s'kialgagh	demutation-unvalidated
kialgagh	s'kialgagh.a	s'kialgagh	mutation	a.	s'kialgagh	demutation-unvalidated
s'kialgee	s'kialgee.a	s'kialgee	self	a. id.	s'kialgee	demutation-unvalidated
kialgee	s'kialgee.a	s'kialgee	mutation	a. id.	s'kialgee	demutation-unvalidated
feer chialgagh	feer-chialgagh.a	feer chialgagh	self	a.	feer chialgagh	demutation-unvalidated
feerchialgagh	feer-chialgagh.a	feer chialgagh	self	a.	feer chialgagh	collapsed
feerchialgagh	feer-chialgagh.a	feerchialgagh	univerbated	a.	feer chialgagh	
kialgeyr	kialgeyr.n	kialgeyr	self	s. m.	kialgeyr	
kialgeyryn	kialgeyr.n	kialgeyr	inflected	s. m.	kialgeyr	
yn chialgeyr	kialgeyr.n	kialgeyr	self	s.	yn chialgeyr	
ynchialgeyr	kialgeyr.n	kialgeyr	self	s.	yn chialgeyr	collapsed
ynchialgeyr	kialgeyr.n	kialgeyr	univerbated	s.	yn chialgeyr	
chialgeyr	kialgeyr.n	kialgeyr	particle	s.	yn chialgeyr	
chialgeyr	kialgeyr.n	kialgeyr	demutated	s. m.	yn chialgeyr	
kialgeyrys	kialgeyrys.n	kialgeyrys	self	s. m.	kialgeyrys	
e chialgeyrys	kialgeyrys.n	kialgeyrys	self	s.	e chialgeyrys	
echialgeyrys	kialgeyrys.n	kialgeyrys	self	s.	e chialgeyrys	collapsed
echialgeyrys	kialgeyrys.n	kialgeyrys	univerbated	s.	e chialgeyrys	
chialgeyrys	kialgeyrys.n	kialgeyrys	particle	s.	e chialgeyrys	
chialgeyrys	kialgeyrys.n	kialgeyrys	demutated	s. m.	e chialgeyrys	
nyn gialgeyrys	gialgeyrys.n	gialgeyrys	self	s.	nyn gialgeyrys	
nyngialgeyrys	gialgeyrys.n	gialgeyrys	self	s.	nyn gialgeyrys	collapsed
nyngialgeyrys	gialgeyrys.n	gialgeyrys	univerbated	s.	nyn gialgeyrys	
gialgeyrys	gialgeyrys.n	gialgeyrys	particle	s.	nyn gialgeyrys	
kialter	kialter.n	kialter	self	s. m.	kialter	
yn chialter	kialter.n	kialter	self	s.	yn chialter	
ynchialter	kialter.n	kialter	self	s.	yn chialter	collapsed
ynchialter	kialter.n	kialter	univerbated	s.	yn chialter	
chialter	kialter.n	kialter	particle	s.	yn chialter	
chialter	kialter.n	kialter	demutated	s. m.	yn chialter	
kialteragh	kialteragh.a	kialteragh	self	a. d.	kialteragh	
eggey chialteragh	eggey-chialteragh.n	eggey chialteragh	self	s.	eggey chialteragh	demutation-unvalidated
eggeychialteragh	eggey-chialteragh.n	eggey chialteragh	self	s.	eggey chialteragh	collapsed
eggeychialteragh	eggey-chialteragh.n	eggeychialteragh	univerbated	s.	eggey chialteragh	
kiangl	kiangl.v	kiangl	self	v.	kiangl	
kianglagh	kiangl.v	kiangl	inflected	v.	kiangl	
kianglee	kiangl.v	kiangl	inflected	v.	kiangl	
kianglin	kiangl.v	kiangl	inflected	v.	kiangl	
kianglins	kiangl.v	kiangl	inflected	v.	kiangl	
kianglym	kiangl.v	kiangl	inflected	v.	kiangl	
kianglyms	kiangl.v	kiangl	inflected	v.	kiangl	
kianglys	kiangl.v	kiangl	inflected	v.	kiangl	
cha giangl	kiangl.v	kiangl	self	v.	cha giangl	
chagiangl	kiangl.v	kiangl	self	v.	cha giangl	collapsed
chagiangl	kiangl.v	kiangl	univerbated	v.	cha giangl	
giangl	kiangl.v	kiangl	particle	v.	cha giangl	
cha gianglagh	kiangl.v	kiangl	inflected	v.	cha giangl	
chagianglagh	kiangl.v	kiangl	inflected	v.	cha giangl	collapsed
chagianglagh	kiangl.v	kiangl	univerbated	v.	cha giangl	
gianglagh	kiangl.v	kiangl	inflected	v.	cha giangl	
cha gianglin	kiangl.v	kiangl	inflected	v.	cha giangl	
chagianglin	kiangl.v	kiangl	inflected	v.	cha giangl	collapsed
chagianglin	kiangl.v	kiangl	univerbated	v.	cha giangl	
gianglin	kiangl.v	kiangl	inflected	v.	cha giangl	
cha gianglins	kiangl.v	kiangl	inflected	v.	cha giangl	
chagianglins	kiangl.v	kiangl	inflected	v.	cha giangl	collapsed
chagianglins	kiangl.v	kiangl	univerbated	v.	cha giangl	
gianglins	kiangl.v	kiangl	inflected	v.	cha giangl	
cha gianglym	kiangl.v	kiangl	inflected	v.	cha giangl	
chagianglym	kiangl.v	kiangl	inflected	v.	cha giangl	collapsed
chagianglym	kiangl.v	kiangl	univerbated	v.	cha giangl	
gianglym	kiangl.v	kiangl	inflected	v.	cha giangl	
cha gianglyms	kiangl.v	kiangl	inflected	v.	cha giangl	
chagianglyms	kiangl.v	kiangl	inflected	v.	cha giangl	collapsed
chagianglyms	kiangl.v	kiangl	univerbated	v.	cha giangl	
gianglyms	kiangl.v	kiangl	inflected	v.	cha giangl	
cha gianglys	kiangl.v	kiangl	inflected	v.	cha giangl	
chagianglys	kiangl.v	kiangl	inflected	v.	cha giangl	collapsed
chagianglys	kiangl.v	kiangl	univerbated	v.	cha giangl	
gianglys	kiangl.v	kiangl	inflected	v.	cha giangl	
chiangl	kiangl.v	kiangl	self	v.	chiangl	
chiangl	kiangl.v	kiangl	demutated	v.	chiangl	
chianglagh	kiangl.v	kiangl	inflected	v.	chiangl	
chiangley	kiangl.v	kiangl	inflected	v.	chiangl	
chianglin	kiangl.v	kiangl	inflected	v.	chiangl	
chianglins	kiangl.v	kiangl	inflected	v.	chiangl	
chianglym	kiangl.v	kiangl	inflected	v.	chiangl	
chianglyms	kiangl.v	kiangl	inflected	v.	chiangl	
chianglys	kiangl.v	kiangl	inflected	v.	chiangl	
kiangley	kiangley.v	kiangley	self	v.	kiangley	
kianglee	kianglee.a	kianglee	self	a. d.	kianglee	
dy chiangley	kiangley.v	kiangley	self	v.	dy chiangley	
dychiangley	kiangley.v	kiangley	self	v.	dy chiangley	collapsed
dychiangley	kiangley.v	kiangley	univerbated	v.	dy chiangley	
chiangley	kiangley.v	kiangley	particle	v.	dy chiangley	
chiangley	kiangley.v	kiangley	demutated	v.	dy chiangley	
er giangley	kiangley.v	kiangley	self	v.	er giangley	
ergiangley	kiangley.v	kiangley	self	v.	er giangley	collapsed
ergiangley	kiangley.v	kiangley	univerbated	v.	er giangley	
giangley	kiangley.v	kiangley	particle	v.	er giangley	
kianglt	kianglt.x	kianglt	self		kianglt	
s'kianlt	s'kianlt.a	s'kianlt	self	a.	s'kianlt	demutation-unvalidated
kianlt	s'kianlt.a	s'kianlt	mutation	a.	s'kianlt	demutation-unvalidated
feer chianlt	feer-chianlt.x	feer chianlt	self	pt.	feer chianlt	demutation-unvalidated
feerchianlt	feer-chianlt.x	feer chianlt	self	pt.	feer chianlt	collapsed
feerchianlt	feer-chianlt.x	feerchianlt	univerbated	pt.	feer chianlt	
ro chianglt	ro-chianglt.x	ro chianglt	self	pl.	ro chianglt	demutation-unvalidated
rochianglt	ro-chianglt.x	ro chianglt	self	pl.	ro chianglt	collapsed
rochianglt	ro-chianglt.x	rochianglt	univerbated	pl.	ro chianglt	
kiangley	kiangley.n	kiangley	self	s. m.	kiangley	
kianglaghyn	kiangley.n	kiangley	inflected	s. m.	kiangley	
kiangleyder	kiangleyder.n	kiangleyder	self	s. m.	kiangleyder	
kiangleyderyn	kiangleyder.n	kiangleyder	inflected	s. m.	kiangleyder	
yn chiangleyder	kiangleyder.n	kiangleyder	self	s.	yn chiangleyder	
ynchiangleyder	kiangleyder.n	kiangleyder	self	s.	yn chiangleyder	collapsed
ynchiangleyder	kiangleyder.n	kiangleyder	univerbated	s.	yn chiangleyder	
chiangleyder	kiangleyder.n	kiangleyder	particle	s.	yn chiangleyder	
chiangleyder	kiangleyder.n	kiangleyder	demutated	s. m.	yn chiangleyder	
kiannoort	kiannoort.n	kiannoort	self	s. m.	kiannoort	
kiannoortyn	kiannoort.n	kiannoort	inflected	s. m.	kiannoort	
yn chiannoort	kiannoort.n	kiannoort	self	s.	yn chiannoort	
ynchiannoort	kiannoort.n	kiannoort	self	s.	yn chiannoort	collapsed
ynchiannoort	kiannoort.n	kiannoort	univerbated	s.	yn chiannoort	
chiannoort	kiannoort.n	kiannoort	particle	s.	yn chiannoort	
chiannoort	kiannoort.n	kiannoort	demutated	s. m.	yn chiannoort	
nyn giannoort	kiannoort.n	kiannoort	self	s.	nyn giannoort	
nyngiannoort	kiannoort.n	kiannoort	self	s.	nyn giannoort	collapsed
nyngiannoort	kiannoort.n	kiannoort	univerbated	s.	nyn giannoort	
giannoort	kiannoort.n	kiannoort	particle	s.	nyn giannoort	
kiannoortagh	kiannoortagh.a	kiannoortagh	self	a. d.	kiannoortagh	
kiannoortys	kiannoortys.n	kiannoortys	self	s. m.	kiannoortys	
kiannoortyssyn	kiannoortys.n	kiannoortys	inflected	s. m.	kiannoortys	
kiap	kiap.n	kiap	self	s. m.	kiap	
kiapyn	kiap.n	kiap	inflected	s. m.	kiap	
kap	kap.n	kap	self	s.	kap	
yn chiap	kiap.n	kiap	self	s.	yn chiap	
ynchiap	kiap.n	kiap	self	s.	yn chiap	collapsed
ynchiap	kiap.n	kiap	univerbated	s.	yn chiap	
chiap	kiap.n	kiap	particle	s.	yn chiap	
chiap	kiap.n	kiap	demutated	s. m.	yn chiap	
kip	kiap.n	kiap	plural	s. m.	kip	
e chip	chip.n	chip	self	s.	e chip	demutation-unvalidated
echip	chip.n	chip	self	s.	e chip	collapsed
echip	chip.n	chip	univerbated	s.	e chip	
chip	chip.n	chip	particle	s.	e chip	demutation-unvalidated
kiapit	kiapit.x	kiapit	self	pt.	kiapit	
feer chiapit	feer-chiapit.a	feer chiapit	self	a.	feer chiapit	demutation-unvalidated
feerchiapit	feer-chiapit.a	feer chiapit	self	a.	feer chiapit	collapsed
feerchiapit	feer-chiapit.a	feerchiapit	univerbated	a.	feer chiapit	
kiap snapperal	kiap-snapperal.n	kiap-snapperal	self	s.	kiap-snapperal	
kiapsnapperal	kiap-snapperal.n	kiap-snapperal	self	s.	kiap-snapperal	collapsed
kiapsnapperal	kiap-snapperal.n	kiapsnapperal	univerbated	s.	kiap-snapperal	
kiar	kiar.a	kiar	self	a.	kiar	
laue chiare	laue-chiare.n	laue chiare	self	s.	laue chiare	demutation-unvalidated
lauechiare	laue-chiare.n	laue chiare	self	s.	laue chiare	collapsed
lauechiare	laue-chiare.n	lauechiare	univerbated	s.	laue chiare	
kiar	kiar.v	kiar	self	v.	kiar	
kiaragh	kiar.v	kiar	inflected	v.	kiar	
kiaree	kiar.v	kiar	inflected	v.	kiar	
kiarin	kiar.v	kiar	inflected	v.	kiar	
kiarins	kiar.v	kiar	inflected	v.	kiar	
kiarym	kiar.v	kiar	inflected	v.	kiar	
kiaryms	kiar.v	kiar	inflected	v.	kiar	
kiarys	kiar.v	kiar	inflected	v.	kiar	
kiare jee	kiare-jee.x	kiare-jee	self	p.	kiare-jee	
